timestamp,side,level,price,amount
2025-03-21T16:01:31.504025,bid,0,84078,0.03320237257259841
2025-03-21T16:01:31.504025,ask,0,84083,0.03320237257259841
2025-03-21T16:02:31.519904,bid,0,84109,0.014587199996377975
2025-03-21T16:02:31.519904,ask,0,84114,0.014587199996377975
2025-03-21T16:03:31.539660,bid,0,84079,0.011180204777231995
2025-03-21T16:03:31.539660,ask,0,84084,0.011180204777231995
2025-03-21T16:04:31.553376,bid,0,84086,0.04602820727373418
2025-03-21T16:04:31.553376,ask,0,84091,0.04602820727373418
2025-03-21T16:05:31.566708,bid,0,84110,0.02206573873326774
2025-03-21T16:05:31.566708,ask,0,84115,0.02206573873326774
2025-03-21T16:06:31.585566,bid,0,84106,0.020444012815931584
2025-03-21T16:06:31.585566,ask,0,84111,0.020444012815931584
2025-03-21T16:07:31.598052,bid,0,84142,0.020962884199370507
2025-03-21T16:07:31.598052,ask,0,84147,0.020962884199370507
2025-03-21T16:08:31.614304,bid,0,84187,0.017889613499094154
2025-03-21T16:08:31.614304,ask,0,84192,0.017889603838704603
2025-03-21T16:09:31.628904,bid,0,84168,0.021345042200640724
2025-03-21T16:09:31.628904,ask,0,84173,0.02134506141119023
2025-03-21T16:10:31.645925,bid,0,84175,0.01648586797182306
2025-03-21T16:10:31.645925,ask,0,84180,0.016485882809113138
2025-03-21T16:11:31.659137,bid,0,84148,0.01945477016902569
2025-03-21T16:11:31.659137,ask,0,84153,0.01945480985681081
2025-03-21T16:12:31.672057,bid,0,84138,0.030557196068517246
2025-03-21T16:12:31.672057,ask,0,84143,0.030557258405282003
2025-03-21T16:13:31.684382,bid,0,84131,0.021942213887390767
2025-03-21T16:13:31.684382,ask,0,84136,0.021942300778787158
2025-03-21T16:14:31.696431,bid,0,84197,0.015533561432924173
2025-03-21T16:14:31.696431,ask,0,84202,0.015533590791392273
2025-03-21T16:15:31.709881,bid,0,84180,0.024712824346240808
2025-03-21T16:15:31.709881,ask,0,84185,0.02471288810543729
2025-03-21T16:16:31.716806,bid,0,84158,0.01639849578771912
2025-03-21T16:16:31.716806,ask,0,84163,0.016398550394831322
2025-03-21T16:17:31.735092,bid,0,84146,0.02423224617686588
2025-03-21T16:17:31.735092,ask,0,84151,0.024232339228929412
2025-03-21T16:18:31.753973,bid,0,84151,0.03425160687725566
2025-03-21T16:18:31.753973,ask,0,84156,0.03425173840376278
2025-03-21T16:19:31.769861,bid,0,84150,0.024518527419117822
2025-03-21T16:19:31.769861,ask,0,84155,0.024518621570504138
2025-03-21T16:20:31.795074,bid,0,84142,0.02683020430723898
2025-03-21T16:20:31.795074,ask,0,84147,0.02683030733548727
2025-03-21T16:21:31.811156,bid,0,84144,0.044178185042001224
2025-03-21T16:21:31.811156,ask,0,84149,0.044178354686666074
2025-03-21T16:22:31.827737,bid,0,84127,0.019672082263144236
2025-03-21T16:22:31.827737,ask,0,84132,0.019672183181271386
2025-03-21T16:23:31.844988,bid,0,84130,0.0391587171627786
2025-03-21T16:23:31.844988,ask,0,84135,0.03915891804768468
2025-03-21T16:24:31.858096,bid,0,84121,0.038857280457988634
2025-03-21T16:24:31.858096,ask,0,84126,0.03885747979651912
2025-03-21T16:25:31.873770,bid,0,84100,0.022449047236887204
2025-03-21T16:25:31.873770,ask,0,84105,0.022449199442115438
2025-03-21T16:25:31.873770,ask,1,84130,0.8
2025-03-21T16:26:31.887479,bid,0,84102,0.030654567568981793
2025-03-21T16:26:31.887479,ask,0,84107,0.030654775407889343
2025-03-21T16:26:31.887479,ask,1,84132,0.8
2025-03-21T16:27:31.901700,bid,0,84101,0.057236657730159325
2025-03-21T16:27:31.901700,ask,0,84106,0.05723704579645279
2025-03-21T16:27:31.901700,ask,1,84131,0.8
2025-03-21T16:28:31.915271,bid,0,84097,0.038192369235042926
2025-03-21T16:28:31.915271,ask,0,84102,0.03819262818047677
2025-03-21T16:28:31.915271,ask,1,84127,0.8
2025-03-21T16:29:31.929091,bid,0,84102,0.052572525590089715
2025-03-21T16:29:31.929091,ask,0,84107,0.05257288203342434
2025-03-21T16:29:31.929091,ask,1,84132,0.8
2025-03-21T16:30:31.952645,bid,0,84105,0.04292500621925184
2025-03-21T16:30:31.952645,ask,0,84110,0.04292529725210948
2025-03-21T16:30:31.952645,ask,1,84135,0.8
2025-03-21T16:31:31.962780,bid,0,84098,0.04099209057027736
2025-03-21T16:31:31.962780,ask,0,84103,0.0409921397608254
2025-03-21T16:32:31.977231,bid,0,84093,0.07022683487653027
2025-03-21T16:32:31.977231,ask,0,84098,0.07022691914879954
2025-03-21T16:33:31.990691,bid,0,84070,0.02621836255839598
2025-03-21T16:33:31.990691,ask,0,84075,0.026218449079182766
2025-03-21T16:34:32.002199,bid,0,84100,0.019752944777710627
2025-03-21T16:34:32.002199,ask,0,84105,0.0197530099625718
2025-03-21T16:35:32.012163,bid,0,84097,0.051775232364284295
2025-03-21T16:35:32.012163,ask,0,84102,0.05177540322292699
2025-03-21T16:36:32.024381,bid,0,84097,0.056581550878881545
2025-03-21T16:36:32.024381,ask,0,84102,0.056581737598410224
2025-03-21T16:37:32.041339,bid,0,84077,0.015388941463279392
2025-03-21T16:37:32.041339,ask,0,84082,0.015389016253777223
2025-03-21T16:38:32.059668,bid,0,84071,0.02626120716885756
2025-03-21T16:38:32.059668,ask,0,84076,0.02626133479873792
2025-03-21T16:39:32.078351,bid,0,84066,0.046026786087692645
2025-03-21T16:39:32.078351,ask,0,84071,0.046027009778597784
2025-03-21T16:40:32.100852,bid,0,84050,0.02472122359416377
2025-03-21T16:40:32.100852,ask,0,84055,0.024721343739699708
2025-03-21T16:41:32.119284,bid,0,84050,0.12234583886907545
2025-03-21T16:41:32.119284,ask,0,84055,0.12234643347177886
2025-03-21T16:42:32.138395,bid,0,84050,0.1567450190566856
2025-03-21T16:42:32.138395,ask,0,84055,0.15674578083994636
2025-03-21T16:43:32.153699,bid,0,84055,0.02844891317833652
2025-03-21T16:43:32.153699,ask,0,84060,0.02844905144050253
2025-03-21T16:44:32.166703,bid,0,84053,0.05863624743911641
2025-03-21T16:44:32.166703,ask,0,84058,0.05863653241220228
2025-03-21T16:45:32.182773,bid,0,84048,0.04439831391694189
2025-03-21T16:45:32.182773,ask,0,84053,0.04439852969344664
2025-03-21T16:46:32.197010,bid,0,84050,0.01955146824358158
2025-03-21T16:46:32.197010,ask,0,84055,0.01955158027392257
2025-03-21T16:47:32.211513,bid,0,84068,0.024615697723800664
2025-03-21T16:47:32.211513,ask,0,84073,0.024615838772287423
2025-03-21T16:48:32.225725,bid,0,84064,0.0392453102495841
2025-03-21T16:48:32.225725,ask,0,84069,0.03924553512607085
2025-03-21T16:49:32.240101,bid,0,84046,0.0297619767349828
2025-03-21T16:49:32.240101,ask,0,84051,0.029762177629229787
2025-03-21T16:49:32.240101,ask,1,84076,0.8
2025-03-21T16:50:32.261685,bid,0,84029,0.031596955041431424
2025-03-21T16:50:32.261685,ask,0,84034,0.03159716832183772
2025-03-21T16:50:32.261685,ask,1,84059,0.8
2025-03-21T16:51:32.274511,bid,0,84021,0.033498893428260346
2025-03-21T16:51:32.274511,ask,0,84026,0.03349911954680852
2025-03-21T16:51:32.274511,ask,1,84051,0.8
2025-03-21T16:52:32.285583,bid,0,84021,0.05362481668906833
2025-03-21T16:52:32.285583,ask,0,84026,0.05362517865820985
2025-03-21T16:52:32.285583,ask,1,84051,0.8
2025-03-21T16:53:32.299637,bid,0,84023,0.06797627085922732
2025-03-21T16:53:32.299637,ask,0,84028,0.06797672970112041
2025-03-21T16:53:32.299637,ask,1,84053,0.8
2025-03-21T16:54:32.311687,bid,0,84020,0.08078449552040094
2025-03-21T16:54:32.311687,ask,0,84025,0.08078504081819955
2025-03-21T16:54:32.311687,ask,1,84050,0.8
2025-03-21T16:55:32.323140,bid,0,84021,0.1460187206595519
2025-03-21T16:55:32.323140,ask,0,84026,0.1460197062903517
2025-03-21T16:55:32.323140,ask,1,84051,0.8
2025-03-21T16:56:32.336506,bid,0,84032,0.0924839543398759
2025-03-21T16:56:32.336506,ask,0,84037,0.09248457860937692
2025-03-21T16:56:32.336506,ask,1,84062,0.8
2025-03-21T16:57:32.352650,bid,0,84043,0.023339208157243087
2025-03-21T16:57:32.352650,ask,0,84048,0.023339346092506763
2025-03-21T16:58:32.370113,bid,0,84047,0.08039911144681744
2025-03-21T16:58:32.370113,ask,0,84052,0.08039958660743823
2025-03-21T16:59:32.390679,bid,0,84049,0.08044218109969281
2025-03-21T16:59:32.390679,ask,0,84054,0.08044265651485626
2025-03-21T17:00:32.412682,bid,0,84043,0.02050641968184231
2025-03-21T17:00:32.412682,ask,0,84048,0.020506433831278394
2025-03-21T17:01:32.428585,bid,0,84076,0.014372260629944759
2025-03-21T17:01:32.428585,ask,0,84081,0.014372259767609138
2025-03-21T17:02:32.447603,bid,0,84057,0.01283962584395761
2025-03-21T17:02:32.447603,ask,0,84062,0.012839630466224022
2025-03-21T17:03:32.461627,bid,0,84040,0.02545365387410716
2025-03-21T17:03:32.461627,ask,0,84045,0.025453663037424752
2025-03-21T17:04:32.476707,bid,0,84046,0.037752943829868914
2025-03-21T17:04:32.476707,ask,0,84051,0.037752957420931946
2025-03-21T17:05:32.492667,bid,0,84023,0.01998767295765312
2025-03-21T17:05:32.492667,ask,0,84028,0.01998769694287986
2025-03-21T17:06:32.505684,bid,0,84022,0.015411691719041705
2025-03-21T17:06:32.505684,ask,0,84027,0.015411710213086563
2025-03-21T17:07:32.520389,bid,0,84054,0.01411207716060381
2025-03-21T17:07:32.520389,ask,0,84059,0.014112086051216156
2025-03-21T17:08:32.532122,bid,0,84023,0.013483928242692329
2025-03-21T17:08:32.532122,ask,0,84028,0.01348394806408627
2025-03-21T17:09:32.543771,bid,0,84055,0.01
2025-03-21T17:09:32.543771,ask,0,84060,0.01
2025-03-21T17:10:32.566649,bid,0,84085,0.014032477764785096
2025-03-21T17:10:32.566649,ask,0,84090,0.014032488710123444
2025-03-21T17:11:32.581327,bid,0,84091,0.014154898761817466
2025-03-21T17:11:32.581327,ask,0,84096,0.014154916172357219
2025-03-21T17:12:32.592174,bid,0,84106,0.02180217805603504
2025-03-21T17:12:32.592174,ask,0,84111,0.02180220487273604
2025-03-21T17:13:32.607800,bid,0,84080,0.016790526546414136
2025-03-21T17:13:32.607800,ask,0,84085,0.01679055878426637
2025-03-21T17:14:32.619932,bid,0,84057,0.01
2025-03-21T17:14:32.619932,ask,0,84062,0.01
2025-03-21T17:15:32.630193,bid,0,84043,0.015977476604928285
2025-03-21T17:15:32.630193,ask,0,84048,0.015977528372064304
2025-03-21T17:16:32.649197,bid,0,84104,0.01
2025-03-21T17:16:32.649197,ask,0,84109,0.01
2025-03-21T17:17:32.667442,bid,0,84103,0.014467630246955465
2025-03-21T17:17:32.667442,ask,0,84108,0.014467668875596982
2025-03-21T17:18:32.689687,bid,0,84103,0.013206729393158059
2025-03-21T17:18:32.689687,ask,0,84108,0.013206763862781752
2025-03-21T17:19:32.710731,bid,0,84121,0.020298952614783736
2025-03-21T17:19:32.710731,ask,0,84126,0.02029900559514225
2025-03-21T17:20:32.741050,bid,0,84146,0.02208271379840858
2025-03-21T17:20:32.741050,ask,0,84151,0.022082754872307174
2025-03-21T17:21:32.757277,bid,0,84145,0.023276045815465066
2025-03-21T17:21:32.757277,ask,0,84150,0.023276089108963966
2025-03-21T17:22:32.774717,bid,0,84124,0.018276449717312335
2025-03-21T17:22:32.774717,ask,0,84129,0.01827649632233834
2025-03-21T17:23:32.788670,bid,0,84109,0.016796565316763448
2025-03-21T17:23:32.788670,ask,0,84114,0.016796598070108398
2025-03-21T17:24:32.804571,bid,0,84162,0.011531094318236835
2025-03-21T17:24:32.804571,ask,0,84167,0.011531106079961035
2025-03-21T17:25:32.817477,bid,0,84161,0.01808231238076103
2025-03-21T17:25:32.817477,ask,0,84166,0.018082339504256726
2025-03-21T17:26:32.831618,bid,0,84160,0.03196530819031577
2025-03-21T17:26:32.831618,ask,0,84165,0.03196535613832601
2025-03-21T17:27:32.842278,bid,0,84209,0.01713059500166951
2025-03-21T17:27:32.842278,ask,0,84214,0.017130582667644067
2025-03-21T17:28:32.856508,bid,0,84163,0.017730209466153495
2025-03-21T17:28:32.856508,ask,0,84168,0.017730206274715977
2025-03-21T17:29:32.871193,bid,0,84195,0.018329879058438574
2025-03-21T17:29:32.871193,ask,0,84200,0.018329875759060536
2025-03-22T13:36:45.407699,bid,0,84198,0.02629782792956131
2025-03-22T13:36:45.407699,ask,0,84203,0.02629782792956131
2025-03-22T13:37:45.421358,bid,0,84193,0.028580491357699314
2025-03-22T13:37:45.421358,ask,0,84198,0.028580491357699314
2025-03-22T13:38:45.436181,bid,0,84180,0.021576144215829422
2025-03-22T13:38:45.436181,ask,0,84185,0.021576144215829422
2025-03-22T13:39:45.451308,bid,0,84161,0.01769071057916486
2025-03-22T13:39:45.451308,ask,0,84166,0.017690722255038982
2025-03-22T13:40:45.466380,bid,0,84158,0.03210604195479167
2025-03-22T13:40:45.466380,ask,0,84163,0.032106063144788685
2025-03-22T13:41:45.480476,bid,0,84158,0.04125003672054606
2025-03-22T13:41:45.480476,ask,0,84163,0.04125006394558227
2025-03-22T13:42:45.493471,bid,0,84159,0.060896111970041536
2025-03-22T13:42:45.493471,ask,0,84164,0.06089615216149312
2025-03-22T13:43:45.508779,bid,0,84159,0.04521056930561435
2025-03-22T13:43:45.508779,ask,0,84164,0.04521059914460322
2025-03-22T13:44:45.522801,bid,0,84159,0.0588958598791393
2025-03-22T13:44:45.522801,ask,0,84164,0.05889589875042392
2025-03-22T13:45:45.542567,bid,0,84159,0.07598944199823457
2025-03-22T13:45:45.542567,ask,0,84164,0.07598949215128836
2025-03-22T13:46:45.554400,bid,0,84134,0.021656444012982622
2025-03-22T13:46:45.554400,ask,0,84139,0.02165649793761773
2025-03-22T13:47:45.566215,bid,0,84132,0.014959847414412331
2025-03-22T13:47:45.566215,ask,0,84137,0.014959884664494228
2025-03-22T13:48:45.577096,bid,0,84132,0.07206152712303199
2025-03-22T13:48:45.577096,ask,0,84137,0.07206170655653238
2025-03-22T13:49:45.587724,bid,0,84132,0.0529437006123974
2025-03-22T13:49:45.587724,ask,0,84137,0.05294383244243077
2025-03-22T13:50:45.598217,bid,0,84126,0.04208779072124198
2025-03-22T13:50:45.598217,ask,0,84131,0.042087895520014844
2025-03-22T13:51:45.607228,bid,0,84066,0.01
2025-03-22T13:51:45.607228,ask,0,84071,0.01
2025-03-22T13:52:45.616657,bid,0,84076,0.011055288826073388
2025-03-22T13:52:45.616657,ask,0,84081,0.01105532829354843
2025-03-22T13:53:45.634803,bid,0,84076,0.054309611598222333
2025-03-22T13:53:45.634803,ask,0,84081,0.05430980548399719
2025-03-22T13:54:45.652046,bid,0,84077,0.044184038833803174
2025-03-22T13:54:45.652046,ask,0,84082,0.04418419657119723
2025-03-22T13:55:45.675592,bid,0,84061,0.029684341243714055
2025-03-22T13:55:45.675592,ask,0,84066,0.029684447217064515
2025-03-22T13:56:45.693035,bid,0,84044,0.03984469558852313
2025-03-22T13:56:45.693035,ask,0,84049,0.039844880866931984
2025-03-22T13:57:45.706821,bid,0,84004,0.011906208459573756
2025-03-22T13:57:45.706821,ask,0,84009,0.011906274539275204
2025-03-22T13:58:45.722054,bid,0,83976,0.01145077245338172
2025-03-22T13:58:45.722054,ask,0,83981,0.011450839784187686
2025-03-22T13:59:45.735795,bid,0,83943,0.011913601347767191
2025-03-22T13:59:45.735795,ask,0,83948,0.01191368105011568
2025-03-22T13:59:45.735795,ask,1,83973,0.8
2025-03-22T14:00:45.749165,bid,0,83903,0.01
2025-03-22T14:00:45.749165,ask,0,83908,0.01
2025-03-22T14:00:45.749165,ask,1,83933,0.8
2025-03-22T14:01:45.760791,bid,0,83903,0.017114825035680584
2025-03-22T14:01:45.760791,ask,0,83908,0.017114940047820076
2025-03-22T14:01:45.760791,ask,1,83933,0.8
2025-03-22T14:02:45.776055,bid,0,83891,0.024074771505390176
2025-03-22T14:02:45.776055,ask,0,83896,0.02407493328857948
2025-03-22T14:02:45.776055,ask,1,83921,0.8
2025-03-22T14:03:45.789111,bid,0,83861,0.01
2025-03-22T14:03:45.789111,ask,0,83866,0.01
2025-03-22T14:03:45.789111,ask,1,83891,0.8
2025-03-22T14:04:45.801783,bid,0,83914,0.018554605733893836
2025-03-22T14:04:45.801783,ask,0,83919,0.018554743224201527
2025-03-22T14:04:45.801783,ask,1,83944,0.8
2025-03-22T14:05:45.824522,bid,0,83909,0.017524515917118257
2025-03-22T14:05:45.824522,ask,0,83914,0.017524654712017158
2025-03-22T14:05:45.824522,ask,1,83939,0.8
2025-03-22T14:06:45.835927,bid,0,83927,0.023786943390367583
2025-03-22T14:06:45.835927,ask,0,83932,0.023787131783953953
2025-03-22T14:06:45.835927,ask,1,83957,0.8
2025-03-22T14:07:45.848202,bid,0,83941,0.034689862443252846
2025-03-22T14:07:45.848202,ask,0,83946,0.03469013718841405
2025-03-22T14:07:45.848202,ask,1,83971,0.8
2025-03-22T14:08:45.857720,bid,0,83954,0.020429995401345713
2025-03-22T14:08:45.857720,ask,0,83959,0.020430157207763627
2025-03-22T14:08:45.857720,ask,1,83984,0.8
2025-03-22T14:09:45.873659,bid,0,83972,0.023579933430400983
2025-03-22T14:09:45.873659,ask,0,83977,0.02358012018445981
2025-03-22T14:09:45.873659,ask,1,84002,0.8
2025-03-22T14:10:45.882249,bid,0,83970,0.04411002643060473
2025-03-22T14:10:45.882249,ask,0,83975,0.044110375783858645
2025-03-22T14:10:45.882249,ask,1,84000,0.8
2025-03-22T14:11:45.900870,bid,0,84045,0.01
2025-03-22T14:11:45.900870,ask,0,84050,0.01
2025-03-22T14:12:45.919788,bid,0,84042,0.013558083644900206
2025-03-22T14:12:45.919788,ask,0,84047,0.013558148723909955
2025-03-22T14:13:45.938183,bid,0,84057,0.04300587199026398
2025-03-22T14:13:45.938183,ask,0,84062,0.04300607841911011
2025-03-22T14:14:45.954877,bid,0,84062,0.0326695856225401
2025-03-22T14:14:45.954877,ask,0,84067,0.03266974243705289
2025-03-22T14:15:45.979721,bid,0,84060,0.02725745249481761
2025-03-22T14:15:45.979721,ask,0,84065,0.02725758333100826
2025-03-22T14:16:45.995874,bid,0,84072,0.022244243043337966
2025-03-22T14:16:45.995874,ask,0,84077,0.022244349816046245
2025-03-22T14:17:46.014236,bid,0,84043,0.012031236791342872
2025-03-22T14:17:46.014236,ask,0,84048,0.012031299955557101
2025-03-22T14:18:46.031263,bid,0,84041,0.04329471838849673
2025-03-22T14:18:46.031263,ask,0,84046,0.043294945686563814
2025-03-22T14:19:46.044122,bid,0,84042,0.05594589497151244
2025-03-22T14:19:46.044122,ask,0,84047,0.05594618868848906
2025-03-22T14:20:46.058909,bid,0,84037,0.05933701140995283
2025-03-22T14:20:46.058909,ask,0,84042,0.059337322930353056
2025-03-22T14:21:46.074092,bid,0,84037,0.07771110028730906
2025-03-22T14:21:46.074092,ask,0,84042,0.07771150827201352
2025-03-22T14:22:46.090235,bid,0,84036,0.08052891484543193
2025-03-22T14:22:46.090235,ask,0,84041,0.0805293376237146
2025-03-22T14:23:46.104175,bid,0,84037,0.15445324164581514
2025-03-22T14:23:46.104175,ask,0,84042,0.15445405252817188
2025-03-22T14:24:46.116243,bid,0,84014,0.024268058373106874
2025-03-22T14:24:46.116243,ask,0,84019,0.02426821344666049
2025-03-22T14:24:46.116243,ask,1,84044,0.8
2025-03-22T14:25:46.141024,bid,0,84011,0.022707753871404543
2025-03-22T14:25:46.141024,ask,0,84016,0.02270789897456992
2025-03-22T14:25:46.141024,ask,1,84041,0.8
2025-03-22T14:26:46.152493,bid,0,84013,0.05593061055389268
2025-03-22T14:26:46.152493,ask,0,84018,0.05593096795201663
2025-03-22T14:26:46.152493,ask,1,84043,0.8
2025-03-22T14:27:46.165057,bid,0,84013,0.05781668639115047
2025-03-22T14:27:46.165057,ask,0,84018,0.057817055841350364
2025-03-22T14:27:46.165057,ask,1,84043,0.8
2025-03-22T14:28:46.176272,bid,0,84026,0.03924856376793843
2025-03-22T14:28:46.176272,ask,0,84031,0.03924881456732931
2025-03-22T14:28:46.176272,ask,1,84056,0.8
2025-03-22T14:29:46.187494,bid,0,84029,0.08452106684643293
2025-03-22T14:29:46.187494,ask,0,84034,0.08452160693835087
2025-03-22T14:29:46.187494,ask,1,84059,0.8
2025-03-22T14:30:46.197686,bid,0,84032,0.10595286034482851
2025-03-22T14:30:46.197686,ask,0,84037,0.1059535373864903
2025-03-22T14:30:46.197686,ask,1,84062,0.8
2025-03-22T14:31:46.229054,bid,0,84040,0.053631231056853246
2025-03-22T14:31:46.229054,ask,0,84045,0.05363157376187962
2025-03-22T14:31:46.229054,ask,1,84070,0.8
2025-03-22T14:32:46.246116,bid,0,84042,0.0897836540435082
2025-03-22T14:32:46.246116,ask,0,84047,0.08978422776350159
2025-03-22T14:32:46.246116,ask,1,84072,0.8
2025-03-22T14:33:46.270163,bid,0,84043,0.08530828816586912
2025-03-22T14:33:46.270163,ask,0,84048,0.08530883328815272
2025-03-22T14:33:46.270163,ask,1,84073,0.8
2025-03-22T14:34:46.286207,bid,0,84042,0.16457169261187177
2025-03-22T14:34:46.286207,ask,0,84047,0.16457274422946744
2025-03-22T14:34:46.286207,ask,1,84072,0.8
2025-03-22T14:35:46.312793,bid,0,84039,0.081951230574164
2025-03-22T14:35:46.312793,ask,0,84044,0.08195175424475819
2025-03-22T14:35:46.312793,ask,1,84069,0.8
2025-03-22T14:36:46.327258,bid,0,84039,0.060947503151289516
2025-03-22T14:36:46.327258,ask,0,84044,0.060947892607493726
2025-03-22T14:36:46.327258,ask,1,84069,0.8
2025-03-22T14:37:46.345242,bid,0,84003,0.01813208147231064
2025-03-22T14:37:46.345242,ask,0,84008,0.018132247381868156
2025-03-22T14:37:46.345242,ask,1,84033,0.8
2025-03-22T14:38:46.361940,bid,0,83992,0.05488833483842811
2025-03-22T14:38:46.361940,ask,0,83997,0.05488897539027916
2025-03-22T14:38:46.361940,ask,1,84022,0.8
2025-03-22T14:39:46.374772,bid,0,83987,0.05072365121451793
2025-03-22T14:39:46.374772,ask,0,83992,0.05072424316413297
2025-03-22T14:39:46.374772,ask,1,84017,0.8
2025-03-22T15:03:00.486580,bid,0,83987,0.012140795645248937
2025-03-22T15:03:00.486580,ask,0,83992,0.012140806207747275
2025-03-22T15:04:00.495530,bid,0,83983,0.05546041427685341
2025-03-22T15:04:00.495530,ask,0,83988,0.055460462527441814
2025-03-22T15:05:00.504994,bid,0,83983,0.013599191176425085
2025-03-22T15:05:00.504994,ask,0,83988,0.013599194032255632
2025-03-22T15:06:00.519691,bid,0,84000,0.016933413034762007
2025-03-22T15:06:00.519691,ask,0,84005,0.016933416590779245
2025-03-22T15:07:00.536551,bid,0,84011,0.0328317354294185
2025-03-22T15:07:00.536551,ask,0,84016,0.03283174232408391
2025-03-22T15:08:00.553615,bid,0,84010,0.013881411881563891
2025-03-22T15:08:00.553615,ask,0,84015,0.0138814089664676
2025-03-22T15:09:00.571810,bid,0,84015,0.04462085002423719
2025-03-22T15:09:00.571810,ask,0,84020,0.044620840653859344
2025-03-22T15:10:00.586525,bid,0,84019,0.037000141336558
2025-03-22T15:10:00.586525,ask,0,84024,0.037000133566528856
2025-03-22T15:11:00.602134,bid,0,84018,0.04683918259305451
2025-03-22T15:11:00.602134,ask,0,84023,0.04683917275682685
2025-03-22T15:12:00.626625,bid,0,84018,0.17215431260476605
2025-03-22T15:12:00.626625,ask,0,84023,0.17215427645236292
2025-03-22T15:13:00.642012,bid,0,84020,0.11814283246719343
2025-03-22T15:13:00.642012,ask,0,84025,0.11814280765720034
2025-03-22T15:14:00.654570,bid,0,84016,0.07156915229531567
2025-03-22T15:14:00.654570,ask,0,84021,0.07156913726579474
2025-03-22T15:15:00.667929,bid,0,84043,0.017296492309385323
2025-03-22T15:15:00.667929,ask,0,84048,0.017296457543459078
2025-03-22T15:16:00.683679,bid,0,84042,0.027899188995832186
2025-03-22T15:16:00.683679,ask,0,84047,0.02789913291849988
2025-03-22T15:17:00.697239,bid,0,84048,0.03555553921853541
